Time (s),Value (V)
0.765000,-0.000118
0.766000,-0.000126
0.767000,-0.000129
0.768000,-0.000134
0.769000,-0.000137
0.770000,-0.000145
0.771000,-0.000144
0.772000,-0.000147
0.773000,-0.000146
0.774000,-0.000148
0.775000,-0.000154
0.776000,-0.000160
0.777000,-0.000150
0.778000,-0.000153
0.779000,-0.000157
0.780000,-0.000157
0.781000,-0.000160
0.782000,-0.000162
0.783000,-0.000162
0.784000,-0.000162
0.785000,-0.000161
0.786000,-0.000154
0.787000,-0.000163
0.788000,-0.000164
0.789000,-0.000157
0.790000,-0.000166
0.791000,-0.000166
0.792000,-0.000165
0.793000,-0.000167
0.794000,-0.000168
0.795000,-0.000169
0.796000,-0.000157
0.797000,-0.000149
0.798000,-0.000154
0.799000,-0.000148
0.800000,-0.000149
0.801000,-0.000153
0.802000,-0.000156
0.803000,-0.000154
0.804000,-0.000154
0.805000,-0.000151
0.806000,-0.000150
0.807000,-0.000152
0.808000,-0.000150
0.809000,-0.000149
0.810000,-0.000144
0.811000,-0.000147
0.812000,-0.000146
0.813000,-0.000154
0.814000,-0.000151
0.815000,-0.000163
0.816000,-0.000148
0.817000,-0.000153
0.818000,-0.000152
0.819000,-0.000152
0.820000,-0.000152
0.821000,-0.000151
0.822000,-0.000152
0.823000,-0.000152
0.824000,-0.000154
0.825000,-0.000153
0.826000,-0.000168
0.827000,-0.000164
0.828000,-0.000164
0.829000,-0.000167
0.830000,-0.000168
0.831000,-0.000163
0.832000,-0.000166
0.833000,-0.000162
0.834000,-0.000176
0.835000,-0.000165
0.836000,-0.000174
0.837000,-0.000157
0.838000,-0.000166
0.839000,-0.000162
0.840000,-0.000156
0.841000,-0.000155
0.842000,-0.000154
0.843000,-0.000159
0.844000,-0.000162
0.845000,-0.000157
0.846000,-0.000154
0.847000,-0.000155
0.848000,-0.000156
0.849000,-0.000155
0.850000,-0.000141
0.851000,-0.000140
0.852000,-0.000126
0.853000,-0.000127
0.854000,-0.000131
0.855000,-0.000129
0.856000,-0.000131
0.857000,-0.000130
0.858000,-0.000129
0.859000,-0.000137
0.860000,-0.000131
0.861000,-0.000148
0.862000,-0.000150
0.863000,-0.000162
0.864000,-0.000156
0.865000,-0.000161
0.866000,-0.000153
0.867000,-0.000151
0.868000,-0.000146
0.869000,-0.000148
0.870000,-0.000145
0.871000,-0.000150
0.872000,-0.000154
0.873000,-0.000162
0.874000,-0.000161
0.875000,-0.000160
0.876000,-0.000162
0.877000,-0.000166
0.878000,-0.000159
0.879000,-0.000163
0.880000,-0.000165
0.881000,-0.000157
0.882000,-0.000155
0.883000,-0.000154
0.884000,-0.000140
0.885000,-0.000144
0.886000,-0.000151
0.887000,-0.000154
0.888000,-0.000156
0.889000,-0.000159
0.890000,-0.000151
0.891000,-0.000160
0.892000,-0.000161
0.893000,-0.000159
0.894000,-0.000166
0.895000,-0.000174
0.896000,-0.000165
0.897000,-0.000169
0.898000,-0.000160
0.899000,-0.000173
0.900000,-0.000172
0.901000,-0.000174
0.902000,-0.000166
0.903000,-0.000171
0.904000,-0.000166
0.905000,-0.000174
0.906000,-0.000163
0.907000,-0.000160
0.908000,-0.000159
0.909000,-0.000137
0.910000,-0.000134
0.911000,-0.000137
0.912000,-0.000138
0.913000,-0.000140
0.914000,-0.000139
0.915000,-0.000139
0.916000,-0.000158
0.917000,-0.000150
0.918000,-0.000143
0.919000,-0.000121
0.920000,-0.000124
0.921000,-0.000116
0.922000,-0.000127
0.923000,-0.000128
0.924000,-0.000132
0.925000,-0.000140
0.926000,-0.000142
0.927000,-0.000146
0.928000,-0.000139
0.929000,-0.000139
0.930000,-0.000140
0.931000,-0.000142
0.932000,-0.000141
0.933000,-0.000152
0.934000,-0.000151
0.935000,-0.000159
0.936000,-0.000154
0.937000,-0.000153
0.938000,-0.000147
0.939000,-0.000137
0.940000,-0.000137
0.941000,-0.000127
0.942000,-0.000126
0.943000,-0.000134
0.944000,-0.000130
0.945000,-0.000139
0.946000,-0.000140
0.947000,-0.000144
0.948000,-0.000146
0.949000,-0.000147
0.950000,-0.000147
0.951000,-0.000155
0.952000,-0.000155
0.953000,-0.000153
0.954000,-0.000154
0.955000,-0.000149
0.956000,-0.000142
0.957000,-0.000139
0.958000,-0.000132
0.959000,-0.000133
0.960000,-0.000129
0.961000,-0.000124
0.962000,-0.000122
0.963000,-0.000124
0.964000,-0.000119
0.965000,-0.000122
0.966000,-0.000127
0.967000,-0.000128
0.968000,-0.000126
0.969000,-0.000126
0.970000,-0.000120
0.971000,-0.000129
0.972000,-0.000130
0.973000,-0.000130
0.974000,-0.000132
0.975000,-0.000138
0.976000,-0.000137
0.977000,-0.000142
0.978000,-0.000151
0.979000,-0.000154
0.980000,-0.000144
0.981000,-0.000133
0.982000,-0.000126
0.983000,-0.000133
0.984000,-0.000139
0.985000,-0.000144
0.986000,-0.000151
0.987000,-0.000166
0.988000,-0.000169
0.989000,-0.000177
0.990000,-0.000183
0.991000,-0.000181
0.992000,-0.000178
0.993000,-0.000176
0.994000,-0.000173
0.995000,-0.000178
0.996000,-0.000165
0.997000,-0.000151
0.998000,-0.000155
0.999000,-0.000138
1.000000,-0.000144
1.001000,-0.000152
1.002000,-0.000155
1.003000,-0.000148
1.004000,-0.000155
1.005000,-0.000156
1.006000,-0.000166
1.007000,-0.000157
1.008000,-0.000167
1.009000,-0.000157
1.010000,-0.000166
1.011000,-0.000167
1.012000,-0.000158
1.013000,-0.000159
1.014000,-0.000153
1.015000,-0.000150
1.016000,-0.000152
1.017000,-0.000144
1.018000,-0.000146
1.019000,-0.000148
1.020000,-0.000150
1.021000,-0.000153
1.022000,-0.000141
1.023000,-0.000155
1.024000,-0.000150
1.025000,-0.000154
1.026000,-0.000152
1.027000,-0.000152
1.028000,-0.000154
1.029000,-0.000150
1.030000,-0.000140
1.031000,-0.000142
1.032000,-0.000144
1.033000,-0.000142
1.034000,-0.000146
1.035000,-0.000145
1.036000,-0.000144
1.037000,-0.000132
1.038000,-0.000122
1.039000,-0.000127
1.040000,-0.000141
1.041000,-0.000137
1.042000,-0.000143
1.043000,-0.000144
1.044000,-0.000147
1.045000,-0.000147
1.046000,-0.000148
1.047000,-0.000150
1.048000,-0.000152
1.049000,-0.000147
1.050000,-0.000147
1.051000,-0.000141
1.052000,-0.000139
1.053000,-0.000145
1.054000,-0.000149
1.055000,-0.000149
1.056000,-0.000154
1.057000,-0.000147
1.058000,-0.000154
1.059000,-0.000158
1.060000,-0.000160
1.061000,-0.000154
1.062000,-0.000157
1.063000,-0.000152
1.064000,-0.000159
1.065000,-0.000161
1.066000,-0.000161
1.067000,-0.000153
1.068000,-0.000159
1.069000,-0.000155
1.070000,-0.000161
1.071000,-0.000156
1.072000,-0.000155
1.073000,-0.000160
1.074000,-0.000162
1.075000,-0.000153
1.076000,-0.000159
1.077000,-0.000160
1.078000,-0.000158
1.079000,-0.000168
1.080000,-0.000164
1.081000,-0.000156
1.082000,-0.000170
1.083000,-0.000158
1.084000,-0.000153
1.085000,-0.000156
1.086000,-0.000161
1.087000,-0.000157
1.088000,-0.000162
1.089000,-0.000165
1.090000,-0.000161
1.091000,-0.000163
1.092000,-0.000168
1.093000,-0.000161
1.094000,-0.000166
1.095000,-0.000173
1.096000,-0.000180
1.097000,-0.000179
1.098000,-0.000165
1.099000,-0.000166
1.100000,-0.000164
1.101000,-0.000169
1.102000,-0.000168
1.103000,-0.000164
1.104000,-0.000162
1.105000,-0.000160
1.106000,-0.000162
1.107000,-0.000158
1.108000,-0.000157
1.109000,-0.000159
1.110000,-0.000160
1.111000,-0.000163
1.112000,-0.000162
1.113000,-0.000157
1.114000,-0.000154
1.115000,-0.000147
1.116000,-0.000144
1.117000,-0.000149
1.118000,-0.000148
1.119000,-0.000153
1.120000,-0.000150
1.121000,-0.000161
1.122000,-0.000170
1.123000,-0.000165
1.124000,-0.000159
1.125000,-0.000162
1.126000,-0.000156
1.127000,-0.000146
1.128000,-0.000147
1.129000,-0.000149
1.130000,-0.000145
1.131000,-0.000145
1.132000,-0.000146
1.133000,-0.000141
1.134000,-0.000144
1.135000,-0.000151
1.136000,-0.000153
1.137000,-0.000151
1.138000,-0.000159
1.139000,-0.000165
1.140000,-0.000167
1.141000,-0.000161
1.142000,-0.000171
1.143000,-0.000169
1.144000,-0.000163
1.145000,-0.000161
1.146000,-0.000159
1.147000,-0.000169
1.148000,-0.000163
1.149000,-0.000155
1.150000,-0.000152
1.151000,-0.000153
1.152000,-0.000148
1.153000,-0.000145
1.154000,-0.000153
1.155000,-0.000152
1.156000,-0.000152
1.157000,-0.000155
1.158000,-0.000156
1.159000,-0.000153
1.160000,-0.000155
1.161000,-0.000151
1.162000,-0.000150
1.163000,-0.000153
1.164000,-0.000152
1.165000,-0.000153
1.166000,-0.000153
1.167000,-0.000155
1.168000,-0.000154
1.169000,-0.000159
1.170000,-0.000158
1.171000,-0.000158
1.172000,-0.000165
1.173000,-0.000158
1.174000,-0.000161
1.175000,-0.000164
1.176000,-0.000158
1.177000,-0.000156
1.178000,-0.000157
1.179000,-0.000155
1.180000,-0.000151
1.181000,-0.000154
1.182000,-0.000156
1.183000,-0.000156
1.184000,-0.000157
1.185000,-0.000158
1.186000,-0.000153
1.187000,-0.000156
1.188000,-0.000163
1.189000,-0.000161
1.190000,-0.000164
1.191000,-0.000172
1.192000,-0.000150
1.193000,-0.000162
1.194000,-0.000168
1.195000,-0.000170
1.196000,-0.000173
1.197000,-0.000156
1.198000,-0.000164
1.199000,-0.000161
1.200000,-0.000159
1.201000,-0.000155
1.202000,-0.000151
1.203000,-0.000154
1.204000,-0.000151
1.205000,-0.000150
1.206000,-0.000146
1.207000,-0.000153
1.208000,-0.000152
1.209000,-0.000157
1.210000,-0.000149
1.211000,-0.000161
1.212000,-0.000149
1.213000,-0.000151
1.214000,-0.000149
1.215000,-0.000152
1.216000,-0.000157
1.217000,-0.000150
1.218000,-0.000149
1.219000,-0.000150
1.220000,-0.000152
1.221000,-0.000151
1.222000,-0.000153
1.223000,-0.000154
1.224000,-0.000157
1.225000,-0.000153
1.226000,-0.000160
1.227000,-0.000151
1.228000,-0.000157
1.229000,-0.000161
1.230000,-0.000167
1.231000,-0.000163
1.232000,-0.000161
1.233000,-0.000171
1.234000,-0.000174
1.235000,-0.000168
1.236000,-0.000162
1.237000,-0.000162
1.238000,-0.000162
1.239000,-0.000159
1.240000,-0.000154
1.241000,-0.000159
1.242000,-0.000151
1.243000,-0.000156
1.244000,-0.000157
1.245000,-0.000152
1.246000,-0.000157
1.247000,-0.000160
1.248000,-0.000169
1.249000,-0.000160
1.250000,-0.000160
1.251000,-0.000166
1.252000,-0.000173
1.253000,-0.000170
1.254000,-0.000176
1.255000,-0.000175
1.256000,-0.000169
1.257000,-0.000174
1.258000,-0.000175
1.259000,-0.000172
1.260000,-0.000169
1.261000,-0.000180
1.262000,-0.000174
1.263000,-0.000178
1.264000,-0.000177
1.265000,-0.000173
1.266000,-0.000172
1.267000,-0.000182
1.268000,-0.000175
1.269000,-0.000183
