Time (s),Value (V)
0.983000,-0.000162
0.984000,-0.000173
0.985000,-0.000172
0.986000,-0.000177
0.987000,-0.000175
0.988000,-0.000173
0.989000,-0.000166
0.990000,-0.000164
0.991000,-0.000163
0.992000,-0.000162
0.993000,-0.000160
0.994000,-0.000159
0.995000,-0.000151
0.996000,-0.000144
0.997000,-0.000143
0.998000,-0.000142
0.999000,-0.000148
1.000000,-0.000140
1.001000,-0.000146
1.002000,-0.000157
1.003000,-0.000156
1.004000,-0.000167
1.005000,-0.000166
1.006000,-0.000165
1.007000,-0.000176
1.008000,-0.000181
1.009000,-0.000179
1.010000,-0.000177
1.011000,-0.000176
1.012000,-0.000168
1.013000,-0.000166
1.014000,-0.000165
1.015000,-0.000164
1.016000,-0.000156
1.017000,-0.000155
1.018000,-0.000154
1.019000,-0.000159
1.020000,-0.000151
1.021000,-0.000150
1.022000,-0.000155
1.023000,-0.000154
1.024000,-0.000153
1.025000,-0.000158
1.026000,-0.000151
1.027000,-0.000150
1.028000,-0.000149
1.029000,-0.000141
1.030000,-0.000134
1.031000,-0.000133
1.032000,-0.000139
1.033000,-0.000144
1.034000,-0.000150
1.035000,-0.000149
1.036000,-0.000148
1.037000,-0.000147
1.038000,-0.000146
1.039000,-0.000145
1.040000,-0.000150
1.041000,-0.000149
1.042000,-0.000148
1.043000,-0.000141
1.044000,-0.000140
1.045000,-0.000139
1.046000,-0.000138
1.047000,-0.000131
1.048000,-0.000124
1.049000,-0.000130
1.050000,-0.000135
1.051000,-0.000141
1.052000,-0.000140
1.053000,-0.000139
1.054000,-0.000138
1.055000,-0.000144
1.056000,-0.000149
1.057000,-0.000154
1.058000,-0.000153
1.059000,-0.000152
1.060000,-0.000151
1.061000,-0.000150
1.062000,-0.000149
1.063000,-0.000148
1.064000,-0.000140
1.065000,-0.000139
1.066000,-0.000139
1.067000,-0.000132
1.068000,-0.000131
1.069000,-0.000143
1.070000,-0.000154
1.071000,-0.000153
1.072000,-0.000158
1.073000,-0.000157
1.074000,-0.000156
1.075000,-0.000148
1.076000,-0.000147
1.077000,-0.000146
1.078000,-0.000145
1.079000,-0.000144
1.080000,-0.000137
1.081000,-0.000136
1.082000,-0.000129
1.083000,-0.000129
1.084000,-0.000128
1.085000,-0.000127
1.086000,-0.000127
1.087000,-0.000126
1.088000,-0.000126
1.089000,-0.000125
1.090000,-0.000131
1.091000,-0.000130
1.092000,-0.000136
1.093000,-0.000141
1.094000,-0.000140
1.095000,-0.000139
1.096000,-0.000139
1.097000,-0.000138
1.098000,-0.000143
1.099000,-0.000148
1.100000,-0.000154
1.101000,-0.000153
1.102000,-0.000151
1.103000,-0.000157
1.104000,-0.000155
1.105000,-0.000154
1.106000,-0.000153
1.107000,-0.000158
1.108000,-0.000157
1.109000,-0.000156
1.110000,-0.000155
1.111000,-0.000160
1.112000,-0.000165
1.113000,-0.000157
1.114000,-0.000162
1.115000,-0.000167
1.116000,-0.000172
1.117000,-0.000171
1.118000,-0.000169
1.119000,-0.000161
1.120000,-0.000160
1.121000,-0.000165
1.122000,-0.000170
1.123000,-0.000162
1.124000,-0.000148
1.125000,-0.000147
1.126000,-0.000146
1.127000,-0.000145
1.128000,-0.000151
1.129000,-0.000150
1.130000,-0.000161
1.131000,-0.000160
1.132000,-0.000152
1.133000,-0.000151
1.134000,-0.000150
1.135000,-0.000149
1.136000,-0.000148
1.137000,-0.000147
1.138000,-0.000146
1.139000,-0.000145
1.140000,-0.000144
1.141000,-0.000143
1.142000,-0.000142
1.143000,-0.000148
1.144000,-0.000147
1.145000,-0.000152
1.146000,-0.000151
1.147000,-0.000150
1.148000,-0.000149
1.149000,-0.000154
1.150000,-0.000153
1.151000,-0.000145
1.152000,-0.000157
1.153000,-0.000156
1.154000,-0.000154
1.155000,-0.000166
1.156000,-0.000164
1.157000,-0.000157
1.158000,-0.000156
1.159000,-0.000154
1.160000,-0.000153
1.161000,-0.000152
1.162000,-0.000151
1.163000,-0.000150
1.164000,-0.000149
1.165000,-0.000154
1.166000,-0.000153
1.167000,-0.000152
1.168000,-0.000157
1.169000,-0.000156
1.170000,-0.000155
1.171000,-0.000147
1.172000,-0.000146
1.173000,-0.000152
1.174000,-0.000150
1.175000,-0.000149
1.176000,-0.000155
1.177000,-0.000160
1.178000,-0.000158
1.179000,-0.000157
1.180000,-0.000162
1.181000,-0.000174
1.182000,-0.000172
1.183000,-0.000170
1.184000,-0.000169
1.185000,-0.000168
1.186000,-0.000172
1.187000,-0.000171
1.188000,-0.000182
1.189000,-0.000174
1.190000,-0.000172
1.191000,-0.000177
1.192000,-0.000176
1.193000,-0.000180
1.194000,-0.000166
1.195000,-0.000165
1.196000,-0.000157
1.197000,-0.000156
1.198000,-0.000155
1.199000,-0.000154
1.200000,-0.000159
1.201000,-0.000164
1.202000,-0.000162
1.203000,-0.000167
1.204000,-0.000166
1.205000,-0.000165
1.206000,-0.000170
1.207000,-0.000168
1.208000,-0.000179
1.209000,-0.000178
1.210000,-0.000176
1.211000,-0.000174
1.212000,-0.000179
1.213000,-0.000184
1.214000,-0.000182
1.215000,-0.000174
1.216000,-0.000172
1.217000,-0.000177
1.218000,-0.000182
1.219000,-0.000180
1.220000,-0.000179
1.221000,-0.000177
1.222000,-0.000175
1.223000,-0.000186
1.224000,-0.000191
1.225000,-0.000201
1.226000,-0.000199
1.227000,-0.000197
1.228000,-0.000195
1.229000,-0.000193
1.230000,-0.000191
1.231000,-0.000190
1.232000,-0.000188
1.233000,-0.000186
1.234000,-0.000184
1.235000,-0.000189
1.236000,-0.000187
1.237000,-0.000191
1.238000,-0.000177
1.239000,-0.000182
1.240000,-0.000186
1.241000,-0.000184
1.242000,-0.000189
1.243000,-0.000200
1.244000,-0.000198
1.245000,-0.000189
1.246000,-0.000181
1.247000,-0.000179
1.248000,-0.000178
1.249000,-0.000176
1.250000,-0.000168
1.251000,-0.000167
1.252000,-0.000172
1.253000,-0.000170
1.254000,-0.000175
1.255000,-0.000174
1.256000,-0.000172
1.257000,-0.000171
1.258000,-0.000169
1.259000,-0.000168
1.260000,-0.000166
1.261000,-0.000165
1.262000,-0.000170
1.263000,-0.000168
1.264000,-0.000179
1.265000,-0.000178
1.266000,-0.000176
1.267000,-0.000181
1.268000,-0.000173
1.269000,-0.000178
