Time (s),AIN0-AIN1 (V),AIN2-AIN3 (V)
0.092000,-0.000073,0.000114
0.093000,-0.000073,0.000113
0.094000,-0.000073,0.000113
0.095000,-0.000074,0.000113
0.096000,-0.000074,0.000113
0.097000,-0.000073,0.000113
0.098000,-0.000073,0.000113
0.099000,-0.000072,0.000114
0.100000,-0.000072,0.000114
0.101000,-0.000072,0.000113
0.102000,-0.000072,0.000114
0.103000,-0.000072,0.000113
0.104000,-0.000072,0.000113
0.105000,-0.000071,0.000113
0.106000,-0.000072,0.000113
0.107000,-0.000071,0.000113
0.108000,-0.000072,0.000113
0.109000,-0.000071,0.000113
0.110000,-0.000072,0.000113
0.111000,-0.000072,0.000113
0.112000,-0.000072,0.000114
0.113000,-0.000072,0.000114
0.114000,-0.000072,0.000114
0.115000,-0.000072,0.000113
0.116000,-0.000071,0.000113
0.117000,-0.000071,0.000113
0.118000,-0.000072,0.000113
0.119000,-0.000072,0.000113
0.120000,-0.000072,0.000113
0.121000,-0.000072,0.000112
0.122000,-0.000072,0.000113
0.123000,-0.000072,0.000112
0.124000,-0.000072,0.000112
0.125000,-0.000071,0.000113
0.126000,-0.000071,0.000112
0.127000,-0.000071,0.000112
0.128000,-0.000071,0.000112
0.129000,-0.000071,0.000112
0.130000,-0.000070,0.000113
0.131000,-0.000070,0.000113
0.132000,-0.000071,0.000113
0.133000,-0.000071,0.000113
0.134000,-0.000071,0.000113
0.135000,-0.000071,0.000112
0.136000,-0.000071,0.000112
0.137000,-0.000070,0.000112
0.138000,-0.000070,0.000112
0.139000,-0.000071,0.000112
0.140000,-0.000071,0.000112
0.141000,-0.000070,0.000112
0.142000,-0.000070,0.000112
0.143000,-0.000071,0.000112
0.144000,-0.000070,0.000112
0.145000,-0.000070,0.000112
0.146000,-0.000070,0.000112
0.147000,-0.000070,0.000113
0.148000,-0.000070,0.000113
0.149000,-0.000069,0.000112
0.150000,-0.000069,0.000112
0.151000,-0.000069,0.000112
0.152000,-0.000069,0.000112
0.153000,-0.000069,0.000112
0.154000,-0.000069,0.000112
0.155000,-0.000070,0.000112
0.156000,-0.000070,0.000112
0.157000,-0.000070,0.000111
0.158000,-0.000070,0.000112
0.159000,-0.000070,0.000112
0.160000,-0.000070,0.000111
0.161000,-0.000070,0.000112
0.162000,-0.000071,0.000112
0.163000,-0.000070,0.000112
0.164000,-0.000070,0.000112
0.165000,-0.000070,0.000112
0.166000,-0.000070,0.000111
0.167000,-0.000070,0.000111
0.168000,-0.000070,0.000111
0.169000,-0.000070,0.000111
0.170000,-0.000071,0.000111
0.171000,-0.000071,0.000111
0.172000,-0.000070,0.000111
0.173000,-0.000070,0.000112
0.174000,-0.000071,0.000112
0.175000,-0.000071,0.000113
0.176000,-0.000071,0.000113
0.177000,-0.000071,0.000112
0.178000,-0.000071,0.000112
0.179000,-0.000072,0.000112
0.180000,-0.000072,0.000112
0.181000,-0.000073,0.000111
0.182000,-0.000072,0.000111
0.183000,-0.000073,0.000111
0.184000,-0.000073,0.000111
0.185000,-0.000073,0.000111
0.186000,-0.000074,0.000111
0.187000,-0.000074,0.000111
0.188000,-0.000074,0.000111
0.189000,-0.000074,0.000112
0.190000,-0.000074,0.000110
0.191000,-0.000074,0.000110
0.192000,-0.000075,0.000110
0.193000,-0.000075,0.000111
0.194000,-0.000075,0.000111
0.195000,-0.000074,0.000111
0.196000,-0.000075,0.000111
0.197000,-0.000075,0.000111
0.198000,-0.000075,0.000111
0.199000,-0.000075,0.000111
0.200000,-0.000075,0.000110
0.201000,-0.000074,0.000111
0.202000,-0.000074,0.000110
0.203000,-0.000075,0.000111
0.204000,-0.000076,0.000111
0.205000,-0.000077,0.000111
0.206000,-0.000077,0.000110
0.207000,-0.000077,0.000110
0.208000,-0.000076,0.000111
0.209000,-0.000077,0.000111
0.210000,-0.000077,0.000110
0.211000,-0.000076,0.000110
0.212000,-0.000076,0.000109
0.213000,-0.000075,0.000109
0.214000,-0.000075,0.000110
0.215000,-0.000075,0.000110
0.216000,-0.000075,0.000110
0.217000,-0.000075,0.000111
0.218000,-0.000075,0.000111
0.219000,-0.000074,0.000111
0.220000,-0.000075,0.000111
0.221000,-0.000075,0.000112
0.222000,-0.000075,0.000111
0.223000,-0.000076,0.000111
0.224000,-0.000076,0.000111
0.225000,-0.000077,0.000110
0.226000,-0.000077,0.000110
0.227000,-0.000077,0.000110
0.228000,-0.000077,0.000110
0.229000,-0.000077,0.000110
0.230000,-0.000078,0.000109
0.231000,-0.000078,0.000109
0.232000,-0.000077,0.000109
0.233000,-0.000078,0.000109
0.234000,-0.000077,0.000110
0.235000,-0.000077,0.000110
0.236000,-0.000076,0.000111
0.237000,-0.000077,0.000111
0.238000,-0.000078,0.000110
0.239000,-0.000078,0.000110
0.240000,-0.000078,0.000110
0.241000,-0.000078,0.000109
0.242000,-0.000078,0.000109
0.243000,-0.000077,0.000109
0.244000,-0.000078,0.000109
0.245000,-0.000078,0.000109
0.246000,-0.000078,0.000109
0.247000,-0.000077,0.000110
0.248000,-0.000077,0.000110
0.249000,-0.000077,0.000110
0.250000,-0.000077,0.000110
0.251000,-0.000077,0.000110
0.252000,-0.000078,0.000111
0.253000,-0.000078,0.000110
0.254000,-0.000078,0.000111
0.255000,-0.000078,0.000111
0.256000,-0.000078,0.000111
0.257000,-0.000078,0.000112
0.258000,-0.000078,0.000112
0.259000,-0.000078,0.000112
0.260000,-0.000078,0.000112
0.261000,-0.000078,0.000112
0.262000,-0.000078,0.000112
0.263000,-0.000078,0.000113
0.264000,-0.000078,0.000113
0.265000,-0.000079,0.000112
0.266000,-0.000079,0.000112
0.267000,-0.000079,0.000112
0.268000,-0.000079,0.000112
0.269000,-0.000079,0.000113
0.270000,-0.000079,0.000112
0.271000,-0.000078,0.000113
0.272000,-0.000078,0.000113
0.273000,-0.000078,0.000113
0.274000,-0.000077,0.000113
0.275000,-0.000077,0.000112
0.276000,-0.000077,0.000113
0.277000,-0.000077,0.000113
0.278000,-0.000077,0.000113
0.279000,-0.000078,0.000113
0.280000,-0.000077,0.000113
0.281000,-0.000077,0.000113
0.282000,-0.000077,0.000113
0.283000,-0.000077,0.000113
0.284000,-0.000077,0.000114
0.285000,-0.000077,0.000113
0.286000,-0.000076,0.000112
0.287000,-0.000076,0.000113
0.288000,-0.000075,0.000112
0.289000,-0.000075,0.000113
0.290000,-0.000074,0.000113
0.291000,-0.000074,0.000113
0.292000,-0.000074,0.000113
0.293000,-0.000074,0.000112
0.294000,-0.000075,0.000112
0.295000,-0.000075,0.000113
0.296000,-0.000074,0.000112
0.297000,-0.000075,0.000112
0.298000,-0.000074,0.000112
0.299000,-0.000075,0.000111
0.300000,-0.000075,0.000111
0.301000,-0.000075,0.000111
0.302000,-0.000076,0.000111
0.303000,-0.000075,0.000111
0.304000,-0.000075,0.000111
0.305000,-0.000075,0.000111
0.306000,-0.000074,0.000111
0.307000,-0.000075,0.000111
0.308000,-0.000074,0.000111
0.309000,-0.000074,0.000111
0.310000,-0.000074,0.000112
0.311000,-0.000075,0.000112
0.312000,-0.000075,0.000112
0.313000,-0.000075,0.000112
0.314000,-0.000075,0.000112
0.315000,-0.000075,0.000112
0.316000,-0.000076,0.000112
0.317000,-0.000075,0.000111
0.318000,-0.000076,0.000112
0.319000,-0.000076,0.000111
0.320000,-0.000076,0.000111
0.321000,-0.000076,0.000111
0.322000,-0.000076,0.000111
0.323000,-0.000075,0.000111
0.324000,-0.000076,0.000111
0.325000,-0.000075,0.000112
0.326000,-0.000076,0.000111
0.327000,-0.000075,0.000112
0.328000,-0.000075,0.000112
0.329000,-0.000075,0.000112
0.330000,-0.000075,0.000113
0.331000,-0.000075,0.000112
0.332000,-0.000075,0.000113
0.333000,-0.000074,0.000112
0.334000,-0.000075,0.000112
0.335000,-0.000075,0.000112
0.336000,-0.000075,0.000112
0.337000,-0.000075,0.000113
0.338000,-0.000075,0.000113
0.339000,-0.000075,0.000113
0.340000,-0.000074,0.000113
0.341000,-0.000074,0.000113
0.342000,-0.000075,0.000114
0.343000,-0.000076,0.000115
0.344000,-0.000075,0.000115
0.345000,-0.000075,0.000115
0.346000,-0.000075,0.000115
0.347000,-0.000076,0.000115
0.348000,-0.000076,0.000115
0.349000,-0.000076,0.000115
0.350000,-0.000076,0.000115
0.351000,-0.000075,0.000114
0.352000,-0.000075,0.000114
0.353000,-0.000074,0.000114
0.354000,-0.000075,0.000113
0.355000,-0.000075,0.000113
0.356000,-0.000075,0.000114
0.357000,-0.000075,0.000114
0.358000,-0.000075,0.000113
0.359000,-0.000075,0.000113
0.360000,-0.000075,0.000113
0.361000,-0.000075,0.000113
0.362000,-0.000075,0.000113
0.363000,-0.000075,0.000112
0.364000,-0.000075,0.000112
0.365000,-0.000074,0.000112
0.366000,-0.000073,0.000113
0.367000,-0.000073,0.000113
0.368000,-0.000073,0.000114
0.369000,-0.000074,0.000114
0.370000,-0.000073,0.000114
0.371000,-0.000073,0.000114
0.372000,-0.000074,0.000113
0.373000,-0.000074,0.000113
0.374000,-0.000074,0.000113
0.375000,-0.000074,0.000113
0.376000,-0.000074,0.000112
0.377000,-0.000073,0.000113
0.378000,-0.000073,0.000113
0.379000,-0.000073,0.000112
0.380000,-0.000073,0.000112
0.381000,-0.000073,0.000113
0.382000,-0.000073,0.000113
0.383000,-0.000073,0.000113
0.384000,-0.000073,0.000113
0.385000,-0.000073,0.000114
0.386000,-0.000074,0.000114
0.387000,-0.000075,0.000114
0.388000,-0.000075,0.000114
0.389000,-0.000075,0.000114
0.390000,-0.000076,0.000114
0.391000,-0.000076,0.000114
0.392000,-0.000076,0.000115
0.393000,-0.000075,0.000115
0.394000,-0.000075,0.000116
0.395000,-0.000076,0.000115
0.396000,-0.000075,0.000116
0.397000,-0.000075,0.000116
0.398000,-0.000075,0.000116
0.399000,-0.000074,0.000117
0.400000,-0.000075,0.000117
0.401000,-0.000075,0.000117
0.402000,-0.000075,0.000117
0.403000,-0.000075,0.000117
0.404000,-0.000075,0.000117
0.405000,-0.000075,0.000117
0.406000,-0.000075,0.000117
0.407000,-0.000075,0.000117
0.408000,-0.000075,0.000117
0.409000,-0.000075,0.000117
0.410000,-0.000075,0.000117
0.411000,-0.000075,0.000116
0.412000,-0.000075,0.000116
0.413000,-0.000074,0.000117
0.414000,-0.000075,0.000117
0.415000,-0.000074,0.000117
0.416000,-0.000074,0.000117
0.417000,-0.000074,0.000117
0.418000,-0.000074,0.000117
0.419000,-0.000074,0.000118
0.420000,-0.000074,0.000117
0.421000,-0.000074,0.000117
0.422000,-0.000074,0.000117
0.423000,-0.000074,0.000118
0.424000,-0.000074,0.000117
0.425000,-0.000074,0.000118
0.426000,-0.000074,0.000118
0.427000,-0.000074,0.000117
0.428000,-0.000074,0.000117
0.429000,-0.000074,0.000117
0.430000,-0.000074,0.000117
0.431000,-0.000073,0.000117
0.432000,-0.000074,0.000117
0.433000,-0.000074,0.000117
0.434000,-0.000073,0.000117
0.435000,-0.000074,0.000117
0.436000,-0.000073,0.000117
0.437000,-0.000073,0.000116
0.438000,-0.000074,0.000116
0.439000,-0.000074,0.000116
0.440000,-0.000074,0.000116
0.441000,-0.000074,0.000117
0.442000,-0.000073,0.000115
0.443000,-0.000072,0.000115
0.444000,-0.000073,0.000114
0.445000,-0.000073,0.000114
0.446000,-0.000073,0.000114
0.447000,-0.000073,0.000114
0.448000,-0.000073,0.000114
0.449000,-0.000074,0.000114
0.450000,-0.000075,0.000117
0.451000,-0.000075,0.000118
0.452000,-0.000075,0.000117
0.453000,-0.000075,0.000117
0.454000,-0.000075,0.000118
0.455000,-0.000076,0.000117
0.456000,-0.000077,0.000117
0.457000,-0.000076,0.000116
0.458000,-0.000077,0.000116
0.459000,-0.000077,0.000116
0.460000,-0.000076,0.000116
0.461000,-0.000076,0.000116
0.462000,-0.000076,0.000117
0.463000,-0.000076,0.000116
0.464000,-0.000076,0.000117
0.465000,-0.000076,0.000116
0.466000,-0.000075,0.000117
0.467000,-0.000076,0.000117
0.468000,-0.000075,0.000117
0.469000,-0.000075,0.000117
0.470000,-0.000075,0.000116
0.471000,-0.000075,0.000117
0.472000,-0.000076,0.000117
0.473000,-0.000076,0.000118
0.474000,-0.000076,0.000117
0.475000,-0.000077,0.000117
0.476000,-0.000076,0.000117
0.477000,-0.000077,0.000117
0.478000,-0.000077,0.000116
0.479000,-0.000077,0.000116
0.480000,-0.000076,0.000116
0.481000,-0.000076,0.000116
0.482000,-0.000076,0.000116
0.483000,-0.000076,0.000116
0.484000,-0.000076,0.000116
0.485000,-0.000076,0.000116
0.486000,-0.000076,0.000115
0.487000,-0.000076,0.000115
0.488000,-0.000076,0.000115
0.489000,-0.000077,0.000115
0.490000,-0.000077,0.000115
0.491000,-0.000077,0.000115
0.492000,-0.000076,0.000114
0.493000,-0.000076,0.000114
0.494000,-0.000076,0.000114
0.495000,-0.000076,0.000114
0.496000,-0.000075,0.000114
0.497000,-0.000075,0.000114
0.498000,-0.000075,0.000114
0.499000,-0.000076,0.000114
0.500000,-0.000075,0.000114
0.501000,-0.000075,0.000113
0.502000,-0.000076,0.000114
0.503000,-0.000076,0.000114
0.504000,-0.000076,0.000114
0.505000,-0.000075,0.000115
0.506000,-0.000075,0.000113
0.507000,-0.000075,0.000113
0.508000,-0.000075,0.000113
0.509000,-0.000075,0.000114
0.510000,-0.000075,0.000114
0.511000,-0.000075,0.000114
0.512000,-0.000075,0.000114
0.513000,-0.000075,0.000114
0.514000,-0.000076,0.000114
0.515000,-0.000076,0.000114
0.516000,-0.000076,0.000114
0.517000,-0.000076,0.000113
0.518000,-0.000076,0.000113
0.519000,-0.000076,0.000113
0.520000,-0.000076,0.000113
0.521000,-0.000076,0.000113
0.522000,-0.000075,0.000113
0.523000,-0.000075,0.000113
0.524000,-0.000075,0.000113
0.525000,-0.000076,0.000113
0.526000,-0.000077,0.000113
0.527000,-0.000077,0.000113
0.528000,-0.000078,0.000112
0.529000,-0.000078,0.000112
0.530000,-0.000078,0.000112
0.531000,-0.000078,0.000112
0.532000,-0.000078,0.000112
0.533000,-0.000078,0.000111
0.534000,-0.000078,0.000111
0.535000,-0.000078,0.000111
0.536000,-0.000078,0.000111
0.537000,-0.000077,0.000111
0.538000,-0.000077,0.000111
0.539000,-0.000077,0.000112
0.540000,-0.000076,0.000112
0.541000,-0.000076,0.000111
0.542000,-0.000077,0.000111
0.543000,-0.000077,0.000111
0.544000,-0.000077,0.000110
0.545000,-0.000077,0.000110
0.546000,-0.000077,0.000109
0.547000,-0.000078,0.000110
0.548000,-0.000078,0.000110
0.549000,-0.000078,0.000109
0.550000,-0.000077,0.000110
0.551000,-0.000077,0.000109
0.552000,-0.000077,0.000109
0.553000,-0.000076,0.000109
0.554000,-0.000077,0.000109
0.555000,-0.000076,0.000109
0.556000,-0.000075,0.000110
0.557000,-0.000074,0.000111
0.558000,-0.000074,0.000111
0.559000,-0.000074,0.000111
0.560000,-0.000074,0.000110
0.561000,-0.000074,0.000109
0.562000,-0.000075,0.000109
0.563000,-0.000075,0.000109
0.564000,-0.000075,0.000109
0.565000,-0.000075,0.000109
0.566000,-0.000076,0.000108
0.567000,-0.000076,0.000108
0.568000,-0.000076,0.000108
0.569000,-0.000076,0.000108
0.570000,-0.000075,0.000108
0.571000,-0.000075,0.000107
0.572000,-0.000075,0.000107
0.573000,-0.000075,0.000107
0.574000,-0.000074,0.000107
0.575000,-0.000073,0.000107
0.576000,-0.000074,0.000107
0.577000,-0.000073,0.000107
0.578000,-0.000074,0.000108
0.579000,-0.000074,0.000107
0.580000,-0.000075,0.000107
0.581000,-0.000075,0.000107
0.582000,-0.000076,0.000107
0.583000,-0.000075,0.000108
0.584000,-0.000075,0.000107
0.585000,-0.000075,0.000107
0.586000,-0.000075,0.000107
0.587000,-0.000074,0.000107
0.588000,-0.000074,0.000107
0.589000,-0.000074,0.000108
0.590000,-0.000074,0.000107
0.591000,-0.000074,0.000108
0.592000,-0.000075,0.000108
0.593000,-0.000075,0.000108
0.594000,-0.000075,0.000108
0.595000,-0.000075,0.000108
0.596000,-0.000075,0.000107
0.597000,-0.000075,0.000108
0.598000,-0.000075,0.000108
0.599000,-0.000075,0.000108
0.600000,-0.000075,0.000108
0.601000,-0.000075,0.000109
0.602000,-0.000076,0.000108
0.603000,-0.000076,0.000108
0.604000,-0.000076,0.000108
0.605000,-0.000076,0.000108
0.606000,-0.000076,0.000108
0.607000,-0.000076,0.000108
0.608000,-0.000076,0.000109
0.609000,-0.000076,0.000109
0.610000,-0.000076,0.000109
0.611000,-0.000076,0.000108
0.612000,-0.000076,0.000108
0.613000,-0.000075,0.000109
0.614000,-0.000075,0.000109
0.615000,-0.000076,0.000108
0.616000,-0.000075,0.000109
0.617000,-0.000076,0.000109
0.618000,-0.000076,0.000109
0.619000,-0.000076,0.000108
0.620000,-0.000076,0.000109
0.621000,-0.000076,0.000109
0.622000,-0.000076,0.000109
0.623000,-0.000076,0.000110
0.624000,-0.000076,0.000109
0.625000,-0.000075,0.000110
0.626000,-0.000075,0.000110
0.627000,-0.000074,0.000111
0.628000,-0.000074,0.000111
0.629000,-0.000074,0.000111
0.630000,-0.000074,0.000111
0.631000,-0.000075,0.000110
0.632000,-0.000075,0.000110
0.633000,-0.000075,0.000110
0.634000,-0.000075,0.000109
0.635000,-0.000075,0.000109
0.636000,-0.000075,0.000109
0.637000,-0.000076,0.000108
0.638000,-0.000076,0.000109
0.639000,-0.000076,0.000109
0.640000,-0.000076,0.000109
0.641000,-0.000076,0.000109
0.642000,-0.000076,0.000109
0.643000,-0.000076,0.000109
0.644000,-0.000076,0.000109
0.645000,-0.000076,0.000109
0.646000,-0.000076,0.000109
0.647000,-0.000075,0.000110
0.648000,-0.000076,0.000109
0.649000,-0.000076,0.000109
0.650000,-0.000076,0.000109
0.651000,-0.000076,0.000109
0.652000,-0.000076,0.000108
0.653000,-0.000076,0.000108
0.654000,-0.000075,0.000108
0.655000,-0.000076,0.000107
0.656000,-0.000076,0.000107
0.657000,-0.000077,0.000106
0.658000,-0.000077,0.000107
0.659000,-0.000077,0.000106
0.660000,-0.000076,0.000107
0.661000,-0.000076,0.000108
0.662000,-0.000075,0.000107
0.663000,-0.000075,0.000107
0.664000,-0.000075,0.000107
0.665000,-0.000075,0.000108
0.666000,-0.000075,0.000109
0.667000,-0.000075,0.000108
0.668000,-0.000076,0.000109
0.669000,-0.000076,0.000109
0.670000,-0.000076,0.000109
0.671000,-0.000076,0.000109
0.672000,-0.000077,0.000109
0.673000,-0.000077,0.000109
0.674000,-0.000077,0.000109
0.675000,-0.000077,0.000109
0.676000,-0.000077,0.000109
0.677000,-0.000076,0.000109
0.678000,-0.000076,0.000109
0.679000,-0.000076,0.000110
0.680000,-0.000075,0.000110
0.681000,-0.000075,0.000110
0.682000,-0.000075,0.000110
0.683000,-0.000076,0.000110
0.684000,-0.000076,0.000111
0.685000,-0.000076,0.000111
0.686000,-0.000076,0.000110
0.687000,-0.000076,0.000111
0.688000,-0.000077,0.000110
0.689000,-0.000077,0.000111
0.690000,-0.000076,0.000111
0.691000,-0.000077,0.000111
0.692000,-0.000076,0.000111
0.693000,-0.000076,0.000111
0.694000,-0.000076,0.000111
0.695000,-0.000076,0.000111
0.696000,-0.000077,0.000111
0.697000,-0.000077,0.000111
0.698000,-0.000077,0.000111
0.699000,-0.000077,0.000111
0.700000,-0.000077,0.000111
0.701000,-0.000076,0.000111
0.702000,-0.000076,0.000111
0.703000,-0.000075,0.000112
0.704000,-0.000075,0.000112
0.705000,-0.000075,0.000111
0.706000,-0.000075,0.000111
0.707000,-0.000075,0.000111
0.708000,-0.000075,0.000111
0.709000,-0.000075,0.000111
0.710000,-0.000076,0.000111
0.711000,-0.000076,0.000111
0.712000,-0.000076,0.000112
0.713000,-0.000076,0.000112
0.714000,-0.000076,0.000112
0.715000,-0.000076,0.000112
0.716000,-0.000075,0.000112
0.717000,-0.000075,0.000112
0.718000,-0.000075,0.000112
0.719000,-0.000075,0.000112
0.720000,-0.000075,0.000112
0.721000,-0.000076,0.000112
0.722000,-0.000076,0.000112
0.723000,-0.000076,0.000112
0.724000,-0.000076,0.000111
0.725000,-0.000077,0.000112
0.726000,-0.000077,0.000111
0.727000,-0.000077,0.000111
0.728000,-0.000076,0.000111
0.729000,-0.000077,0.000111
0.730000,-0.000076,0.000111
0.731000,-0.000075,0.000113
0.732000,-0.000075,0.000113
0.733000,-0.000074,0.000113
0.734000,-0.000074,0.000114
0.735000,-0.000074,0.000114
0.736000,-0.000073,0.000115
0.737000,-0.000073,0.000115
0.738000,-0.000074,0.000114
0.739000,-0.000073,0.000114
0.740000,-0.000074,0.000114
0.741000,-0.000074,0.000114
0.742000,-0.000073,0.000114
0.743000,-0.000074,0.000114
0.744000,-0.000074,0.000114
0.745000,-0.000074,0.000114
0.746000,-0.000074,0.000114
0.747000,-0.000074,0.000113
0.748000,-0.000074,0.000115
0.749000,-0.000074,0.000115
0.750000,-0.000073,0.000114
0.751000,-0.000073,0.000114
0.752000,-0.000073,0.000115
0.753000,-0.000074,0.000115
0.754000,-0.000074,0.000115
0.755000,-0.000074,0.000115
0.756000,-0.000074,0.000116
0.757000,-0.000074,0.000116
0.758000,-0.000075,0.000116
0.759000,-0.000074,0.000116
0.760000,-0.000075,0.000116
0.761000,-0.000075,0.000116
0.762000,-0.000076,0.000117
0.763000,-0.000076,0.000117
0.764000,-0.000076,0.000117
0.765000,-0.000076,0.000117
0.766000,-0.000076,0.000117
0.767000,-0.000075,0.000117
0.768000,-0.000074,0.000117
0.769000,-0.000075,0.000117
0.770000,-0.000074,0.000117
0.771000,-0.000074,0.000117
0.772000,-0.000073,0.000117
0.773000,-0.000074,0.000118
0.774000,-0.000074,0.000118
0.775000,-0.000074,0.000118
0.776000,-0.000073,0.000119
0.777000,-0.000074,0.000118
0.778000,-0.000074,0.000119
0.779000,-0.000073,0.000118
0.780000,-0.000074,0.000118
0.781000,-0.000073,0.000117
0.782000,-0.000073,0.000117
0.783000,-0.000072,0.000117
0.784000,-0.000073,0.000117
0.785000,-0.000073,0.000117
0.786000,-0.000073,0.000118
0.787000,-0.000073,0.000118
0.788000,-0.000073,0.000119
0.789000,-0.000073,0.000117
0.790000,-0.000073,0.000118
0.791000,-0.000073,0.000117
0.792000,-0.000073,0.000117
0.793000,-0.000073,0.000117
0.794000,-0.000074,0.000117
0.795000,-0.000073,0.000117
0.796000,-0.000073,0.000118
0.797000,-0.000073,0.000117
0.798000,-0.000073,0.000118
0.799000,-0.000074,0.000118
0.800000,-0.000074,0.000118
0.801000,-0.000074,0.000117
0.802000,-0.000075,0.000117
0.803000,-0.000075,0.000118
0.804000,-0.000075,0.000118
0.805000,-0.000075,0.000118
0.806000,-0.000075,0.000119
0.807000,-0.000074,0.000118
0.808000,-0.000074,0.000118
0.809000,-0.000074,0.000118
0.810000,-0.000074,0.000119
0.811000,-0.000074,0.000118
0.812000,-0.000074,0.000118
0.813000,-0.000074,0.000118
0.814000,-0.000073,0.000117
0.815000,-0.000073,0.000116
0.816000,-0.000074,0.000117
0.817000,-0.000074,0.000117
0.818000,-0.000074,0.000117
0.819000,-0.000074,0.000117
0.820000,-0.000074,0.000117
0.821000,-0.000074,0.000117
0.822000,-0.000074,0.000117
0.823000,-0.000074,0.000117
0.824000,-0.000074,0.000118
0.825000,-0.000074,0.000117
0.826000,-0.000074,0.000117
0.827000,-0.000075,0.000118
0.828000,-0.000075,0.000118
0.829000,-0.000075,0.000118
0.830000,-0.000076,0.000118
0.831000,-0.000076,0.000117
0.832000,-0.000077,0.000117
0.833000,-0.000077,0.000117
0.834000,-0.000077,0.000117
0.835000,-0.000077,0.000117
0.836000,-0.000077,0.000116
0.837000,-0.000077,0.000116
0.838000,-0.000076,0.000116
0.839000,-0.000076,0.000116
0.840000,-0.000076,0.000116
0.841000,-0.000077,0.000116
0.842000,-0.000077,0.000116
0.843000,-0.000077,0.000116
0.844000,-0.000076,0.000116
0.845000,-0.000076,0.000116
0.846000,-0.000077,0.000116
0.847000,-0.000076,0.000117
0.848000,-0.000077,0.000116
0.849000,-0.000077,0.000117
0.850000,-0.000078,0.000117
0.851000,-0.000078,0.000117
0.852000,-0.000078,0.000118
0.853000,-0.000078,0.000118
0.854000,-0.000077,0.000118
0.855000,-0.000078,0.000118
0.856000,-0.000078,0.000118
0.857000,-0.000078,0.000118
0.858000,-0.000078,0.000118
0.859000,-0.000078,0.000118
0.860000,-0.000078,0.000118
0.861000,-0.000078,0.000118
0.862000,-0.000078,0.000117
0.863000,-0.000077,0.000116
0.864000,-0.000077,0.000117
0.865000,-0.000077,0.000117
0.866000,-0.000077,0.000117
0.867000,-0.000077,0.000117
0.868000,-0.000078,0.000117
0.869000,-0.000077,0.000118
0.870000,-0.000078,0.000118
